ID,Title,Region,Media_ID,Box_ID,Genre,Released
1598,Super Destronaut DX,EU,PCSB-01251,,Action » Shooter,2018-07-11
1599,Radio Hammer Station,JP,PCSG-01209,,Miscellaneous » Rhythm,2018-07-12
1599,Rabi-Ribi,US,PCSE-01111,,Action » Platformer » 2D,2018-11-09
1600,Defender's Quest: Valley of the Forgotten,US,PCSE-01306,,Strategy » Real-Time,2018-11-19
1600,Radio Hammer Station Original Soundtrack,JP,PCSG-01217,,Miscellaneous » General,2018-07-12
1601,Night Trap: 25th Anniversary Edition,US,PCSE-01149,,Action » General,2018-11-02
1601,Dark Quest 5,JP,PCSG-01200,,Role-Playing » Action RPG,2018-07-13
1602,Spacejacked,US,PCSE-01145,,Strategy » Real-Time,2018-07-16
1602,Siralim 2,US,PCSE-01134,,Role-Playing » Console-style RPG,2018-11-02
1603,Spacejacked,EU,PCSB-01156,,Strategy » Real-Time,2018-07-16
1603,Race the Sun,US,PCSE-01109,,Action » General,2018-11-23
1604,Super Skull Smash GO! 2 Turbo,US,PCSE-01225,,Action » Platformer » 2D,2018-07-17
1604,Dragon Sinker: Descendants of Legend,US,PCSE-01190,,Role-Playing » Console-style RPG,2018-10-26
1605,Super Skull Smash GO! 2 Turbo,EU,PCSB-01271,,Action » Platformer » 2D,2018-07-17
1605,Code:Realize - Wintertide Miracles,US,PCSE-01278,,Action » General,2019-02-14
1606,Super Destronaut DX,US,PCSE-01263,,Action » Shooter,2018-07-17
1606,Code:Realize - Wintertide Miracles,EU,PCSB-01270,,Action » General,2019-02-14
1607,Ice Cream Surfer,US,PCSE-01245,,Action » Shooter,2018-07-17
1607,Karigurashi Renai,JP,PCSG-01253,VLJM-38130,Adventure » General,2019-02-21
1608,Ice Cream Surfer,EU,PCSB-01232,,Action » Shooter,2018-07-18
1608,Soi Kano: Gyutto Dakishimete,JP,PCSG-01254,VLJM-38132,Adventure » General,2019-02-21
1609,Fill-a-Pix: Phil's Epic Adventure,US,PCSE-01255,,Miscellaneous » Puzzle,2018-07-24
1609,Nora to Oujo to Noraneko Heart 2,JP,PCSG-01235,VLJM-38125,Adventure » General,2019-02-28
1610,Fill-a-Pix: Phil's Epic Adventure,EU,PCSB-01246,,Miscellaneous » Puzzle,2018-07-24
1610,Darkest Dungeon: Collector's Edition,EU,PCSB-01285,,Role-Playing » General,2019-02-26
1611,Jikkyou Powerful Pro Yakyuu Championship 2018,JP,PCSG-01219,,Sports » Traditional » Baseball,2018-07-25
1611,NeuroVoider,US,PCSE-01236,,Action » Shooter,2019-01-04
1612,Super Destronaut DX,Unknown,PCSH-10124,,Action » Shooter,2018-07-27
1612,Disney Infinity 2.0 Edition (Marvel Super Heroes),EU,PCSB-00737,,Action Adventure,2015-05-22
1613,Zanki Zero Special Soundtrack Extended Ver.,JP,PCSG-01228,,Miscellaneous » General,2018-07-05
1613,I Am The Hero,Unknown,PCSG-01257,VLAS-40035,Action » Beat-'Em-Up,2019-03-04
1614,Metal Max Digital Original Soundtrack,JP,PCSG-01220,,Miscellaneous » General,2018-04-19
1614,inviZimals: The Alliance,EU,PCSF-00448,,Miscellaneous » Virtual Life,2013-10-30
1615,OCCULTIC;NINE Soundtrack,JP,PCSG-01161,,Miscellaneous » General,2017-11-09
1615,Digimon Story Cyber Sleuth: Hacker's Memory,Unknown,PCSB-01183,VLAS-40010,Role-Playing » Console-style RPG,2018-01-19
1616,Metal Max 25th Anniversary Soundtrack,JP,PCSG-01190,,Miscellaneous » General,2018-04-19
1616,Kenka Bancho Otome 2nd Rumble!!,JP,PCSG-01241,VLJS-08020,Action » Beat-'Em-Up,2019-03-14
1617,P3D & P5D Full Soundtrack,JP,PCSG-01215,,Miscellaneous » General,2018-05-24
1617,The Longest Five Minutes,EU,PCSB-01045,,Role-Playing » General,2019-03-22
1618,Penny-Punching Princess,US,PCSE-01321,,Role-Playing » Action RPG,2019-03-19
1618,Fate/Extella Link Original Soundtrack,JP,PCSG-01225,,Miscellaneous » General,2018-06-07
1619,torne PlayStation Vita,JP,PCSC-00025,,Miscellaneous » General,2012-12-20
1619,The Lost Child,US,PCSE-01320,,Role-Playing » Console-style RPG,2019-03-19
1620,The Longest Five Minutes,US,PCSE-00993,,Role-Playing » General,2019-03-19
1620,Gravity Duck,EU,PCSB-01338,,Action » Platformer » 2D,2019-08-14
1621,TBS World Heritage Selection,JP,PCSC-80019,,Miscellaneous » General,2013-11-14
1621,The Deer God,EU,PCSB-01282,,Action » Platformer » 2D,2019-03-15
1622,Tsutaya TV,JP,PCSC-80020,,Miscellaneous » General,2013-11-14
1622,Axiom Verge: Multiverse Edition,EU,PCSB-01181,,Action Adventure,2017-10-20
1623,TV Dogatch,JP,PCSC-80023,,Miscellaneous » General,2013-11-14
1623,War Theatre,Unknown,PCSH-10178,VLAS-40043,Strategy » Real-Time,2019-08-23
1624,SKY PerfecTV! On demand,JP,PCSC-80024,,Miscellaneous » General,2013-11-14
1624,Memories Off: Innocent Fille - for Dearest,JP,PCSG-01264,VLJM-38138,Adventure » General,2019-03-28
1625,ELEDiVE,JP,PCSG-00088,,Miscellaneous » Puzzle,2012-05-21
1625,Full Kiss,JP,PCSG-01260,VLJM-38137,Adventure » General,2019-03-28
1626,UniUni Union,JP,PCSG-00090,,Miscellaneous » Puzzle,2012-05-21
1626,Haruoto Alice * Gram: Snow Drop,JP,PCSG-01252,VLJM-38131,Adventure » General,2019-03-28
1627,Octalide,JP,PCSG-00089,,Action » General,2012-05-21
1627,Silverio Trinity: Beyond the Horizon,JP,PCSG-01259,VLJM-38136,Adventure » General,2019-03-28
1628,"Mou, Sou Suru Shikanai!",JP,PCSG-00091,,Miscellaneous » Puzzle,2012-05-21
1628,Variable Barricade,JP,PCSG-01159,VLJM-38117,Adventure » General,2019-04-04
1629,Volt,JP,PCSG-00093,,Miscellaneous » Puzzle,2012-05-21
1629,Super Destronaut DX: Intruders Edition,Unknown,PCSG-01240,VLAS-40032,Action » Shooter,2019-03-04
1630,Hatsune Miku: Project Diva f Sync Tool,JP,PCSG-00153,,Miscellaneous » General,2013-07-03
1630,Chronus Arc,US,PCSE-01281,,Role-Playing » Console-style RPG,2019-03-01
1631,Dairansou Dash or Dasshu!!,JP,PCSG-00290,,Action » General,2014-02-27
1631,The King of Fighters '97: Global Match,US,PCSE-01224,,Action » Fighting » 2D,2019-02-22
1632,God Eater Off Shot Vol.2 - Lindow Version,JP,PCSG-00720,,Miscellaneous » General,2015-11-26
1632,GhoulBoy,Unknown,PCSG-01251,VLAS-40033,Action » Platformer » 2D,2019-03-18
1633,God Eater Off Shot Vol.3 - Alisa Version,JP,PCSG-00721,,Miscellaneous » General,2015-12-23
1633,Fernz Gate,US,PCSE-01282,,Role-Playing » Console-style RPG,2019-02-08
1634,God Eater Off Shot Vol.4 - Soma Schicksal Version,JP,PCSG-00722,,Miscellaneous » General,2016-01-28
1634,Proteus,US,PCSE-01121,,Adventure » General,2019-01-18
1635,God Eater Off Shot Vol.5 - Shio Version,JP,PCSG-00723,,Miscellaneous » General,2016-02-25
1635,Iconoclasts,US,PCSE-01295,,Action Adventure,2019-01-18
1636,God Eater Off Shot Vol.6 - Kota Fujiki Version,JP,PCSG-00724,,Miscellaneous » General,2016-03-24
1636,Spelunky,US,PCSE-01300,,Action » Platformer » 2D,2019-02-08
1637,God Eater Off Shot Vol.7 - Sakuya Tachibana Version,JP,PCSG-00725,,Miscellaneous » General,2016-04-21
1637,Nurse Love Syndrome,US,PCSE-01318,,Adventure » General,2019-04-19
1638,Hakuouki: Shinkai - Hana no Shou,Unknown,PCSH-10057,,Adventure » General,2017-09-29
1638,Pato Box,Unknown,PCSH-10149,VLAS-40034,Action Adventure,2019-04-19
1639,Chasm,US,PCSE-01031,,Action Adventure,2018-07-31
1639,Eve: Rebirth Terror,JP,PCSG-01249,VLJM-38127,Adventure » General,2019-04-25
1640,Chasm,EU,PCSB-01121,,Action Adventure,2018-07-31
1640,Bloodstained: Curse of the Moon,US,PCSE-01315,,Action Adventure,2019-03-15
1641,Roundabout,EU,PCSB-00839,,Driving » Racing,2018-08-01
1641,Shakedown Hawaii,US,PCSE-01125,,Action Adventure,2019-05-07
1642,Deemo: Last Recital - Original Soundtrack Vol.1,Unknown,PCSH-00215,,Miscellaneous » General,2017-03-14
1642,Dragon Fantasy,US,PCSE-01086,,Role-Playing » Console-style RPG,2019-04-05
1643,Deemo Digital Original Soundtrack Vol.1,JP,PCSG-00816,,Miscellaneous » General,2016-01-13
1643,forma.8,US,PCSE-01160,,Action » Platformer » 2D,2019-04-05
1644,Word Search by POWGI,US,PCSE-01286,,Miscellaneous » Puzzle,2018-08-07
1644,Alone With You,US,PCSE-01108,,Adventure » General,2019-04-19
1645,TETRA's Escape,US,PCSE-01238,,Miscellaneous » Puzzle,2018-08-07
1645,The House in Fata Morgana,US,PCSE-01305,,Adventure » General,2019-05-31
1646,Word Search by POWGI,EU,PCSB-01267,,Miscellaneous » Puzzle,2018-08-07
1646,London Detective Mysteria,US,PCSE-01187,,Adventure » General,2019-05-31
1647,TETRA's Escape,EU,PCSB-01228,,Miscellaneous » Puzzle,2018-08-08
1647,Yumeutsutsu Re:Master,JP,PCSG-01266,VLJM-38143,Adventure » General,2019-06-13
1648,The Long Reach,US,PCSE-01162,,Action Adventure,2018-08-14
1648,Necrosphere Deluxe,EU,PCSB-01273,,Action » Platformer » 2D,2019-05-26
1649,FullBlast,Unknown,PCSH-10123,,Action » Shooter,2018-10-05
1649,Guacamelee!,US,PCSE-01303,,Action » Fighting » 2D,2019-06-14
1650,Fernz Gate,JP,PCSG-01226,,Role-Playing » Console-style RPG,2018-08-15
1650,Tales From Space: Mutant Blobs Attack,US,PCSE-01296,,Action » Platformer » 2D,2019-06-14
1651,Gunhouse,EU,PCSB-01288,,Miscellaneous » Puzzle,2018-08-22
1651,Furwind,Unknown,PCSG-01272,VLAS-40039,Action » Platformer » 2D,2019-06-18
1652,Boku to Nurse no Kenshuu Nisshi,JP,PCSG-01205,,Adventure » General,2018-08-23
1652,Kono Subarashii Sekai ni Syukufuku wo! Kibou no Meikyuu to Tsudoishi Boukenshatachi,JP,PCSG-01258,VLJM-38135,Role-Playing » General,2019-06-27
1653,League of Evil,Unknown,PCSH-10096,,Action » Platformer » 2D,2018-08-24
1653,your diary+,JP,PCSG-01267,VLJM-38144,Adventure » General,2019-06-27
1654,Crossovers by POWGI,EU,PCSB-01331,,Miscellaneous » Puzzle,2019-04-16
1654,Back in 1995,Unknown,PCSH-10141,VLAS-40037,Action Adventure,2019-05-16
1655,Tales of Hearts R: Infinite Evolve,JP,PCSG-00163,,Role-Playing » General,2013-03-07
1655,Devious Dungeon 2,Unknown,PCSG-01278,VLAS-40041,Action » Platformer » 2D,2019-05-16
1656,FullBlast,US,PCSE-01261,,Action » Shooter,2018-09-04
1656,Conga Master Go!,Unknown,PCSG-01279,VLAS-40040,Action » General,2019-07-11
1657,FullBlast,EU,PCSB-01247,,Action » Shooter,2018-09-05
1657,Terraria,EU,PCSB-00405,,Action Adventure,2013-12-11
1658,Sigi: A Fart for Melusina,US,PCSE-01280,,Action » Fighting » 2D,2018-09-07
1658,Aoki Tsubasa no Chevalier,JP,PCSG-01281,VLJM-38150,Role-Playing » General,2019-07-11
1659,Sigi: A Fart for Melusina,EU,PCSB-01266,,Action » Fighting » 2D,2018-09-07
1659,Pro Yakyuu Spirits 2019,JP,PCSG-01248,VLJM-38145,Sports » Traditional » Baseball,2019-07-18
1660,Redbox Instant by Verizon,US,PCSE-00391,,Miscellaneous » General,2014-03-25
1660,Pix the Cat,US,PCSE-01326,,Action » General,2019-06-21
1661,Tearaway: Hagareta Sekai no Daibouken,JP,PCSC-00064,,Adventure » General,2013-12-05
1661,Shinigami to Shoujo,JP,PCSG-01282,VLJS-08025,Adventure » General,2019-07-25
1662,foursquare,Unknown,PCSD-00023,,Miscellaneous » General,2012-02-27
1662,Making * Lovers,JP,PCSG-01284,VLJM-38151,Adventure » General,2019-07-25
1663,Tearaway,Unknown,PCSD-00077,,Adventure » General,2013-11-20
1663,Vasara Collection,EU,PCSB-01281,,Miscellaneous » Compilation,2019-07-28
1664,HiNet hichannel,Unknown,PCSD-00078,,Miscellaneous » General,2014-01-30
1664,Super Mutant Alien Assault,US,PCSE-01072,,Action » Platformer » 2D,2019-07-12
1665,The Tower of Beatrice,EU,PCSB-01347,,Adventure » General,2019-07-31
1665,Atari Flashback Classics,US,PCSE-01333,,Miscellaneous » Compilation,2019-08-02
1666,Super Mutant Alien Assault,EU,PCSB-01100,,Action » Platformer » 2D,2018-09-11
1666,Kannagi no Mori Satsukiame Tsuzuri,JP,PCSG-01268,VLJM-38153,Adventure » General,2019-08-29
1667,Qello Concerts,US,PCSE-00338,,Miscellaneous » General,2014-12-17
1667,Metal Slug 3,US,PCSE-00665,,Action » Shooter,2019-08-09
1668,Football Manager Classic 2014,US,PCSE-00357,,Sports » Traditional » Soccer,2014-05-06
1668,Gunka o Haita Neko,JP,PCSG-01289,VLJM-38154,Adventure » General,2019-09-12
1669,STAY,US,PCSE-01277,,Adventure » General,2018-09-12
1669,Teslagrad,US,PCSE-00814,,Action » Platformer » 2D,2019-07-09
1670,STAY,EU,PCSB-01254,,Adventure » General,2018-09-12
1670,Habroxia,Unknown,PCSG-01295,VLAS-40048,Action » Shooter,2019-09-26
1671,Revenant Dogma,JP,PCSG-01230,,Role-Playing » General,2018-09-12
1671,Mell Kiss,JP,PCSG-01285,VLJM-38152,Adventure » General,2019-09-26
1672,Fate/Extella Link Original Soundtrack,Unknown,PCSH-10135,,Miscellaneous » General,2018-09-13
1672,Revenant Dogma,US,PCSE-01322,,Role-Playing » General,2019-08-30
1673,Undertale,JP,PCSG-01112,,Role-Playing » Console-style RPG,2017-08-16
1673,A Hole New World,Unknown,PCSG-01292,VLAS-40046,Action » Platformer » 2D,2019-10-04
1674,Hinemosu Shikihime,JP,PCSG-01239,,Role-Playing » General,2018-09-25
1674,Damascus Gear: Operation Osaka,US,PCSE-01327,,Role-Playing » Action RPG,2019-09-06
1675,Dragon Sinker: Descendants of Legend,EU,PCSB-01238,,Role-Playing » Console-style RPG,2018-09-19
1675,Damascus Gear: Operation Tokyo,US,PCSE-01323,,Role-Playing » Action RPG,2019-09-06
1676,P3D & P5D Full Soundtrack,Unknown,PCSH-10130,,Miscellaneous » General,2018-09-20
1676,DEADBOLT,US,PCSE-00971,,Action » Platformer » 2D,2019-10-11
1677,Pantsu Hunter: Back to the 90s,Unknown,PCSH-10215,VLAS-40050,Adventure » General,2019-11-08
1677,P3D & P5D Full Soundtrack,Unknown,PCSH-10131,,Miscellaneous » General,2018-09-20
1678,Fate/Extella Link Original Soundtrack,Unknown,PCSH-10136,,Miscellaneous » General,2018-09-13
1678,Danjon ni Deai wo Motomeru no wa Machigatteiru Darou ka? Infinite Combate,JP,PCSG-01002,VLJM-38155,Role-Playing » Action RPG,2019-11-28
1679,Timespinner,EU,PCSB-01301,,Action » Platformer » 2D,2018-09-25
1679,Rocketbirds: Hardboiled Chicken,US,PCSE-00112,,Adventure » General,2019-11-01
1680,Koisuru Otome to Shugo no Tate: Bara no Seibo,JP,PCSG-01299,VLJM-38160,Adventure » General,2019-12-19
1680,Timespinner,US,PCSE-01246,,Action » Platformer » 2D,2018-09-25
1681,Habroxia,US,PCSE-01396,,Action » Shooter,2019-09-24
1681,Rocketbirds 2: Evolution,US,PCSE-01345,,Action » Platformer » 2D,2019-12-27
1682,Jack N' Jill DX,US,PCSE-01287,,Action » Platformer » 2D,2018-09-25
1682,IxSHE Tell,JP,PCSG-01297,VLJM-38158,Adventure » General,2020-01-30
1683,Pato Box,US,PCSE-01268,,Action Adventure,2018-10-02
1683,Knightin'+,Unknown,PCSH-10229,VLAS-40056,Action Adventure,2020-02-21
1684,Chronus Arc,JP,PCSG-01227,,Role-Playing » Console-style RPG,2018-10-10
1684,love clear,JP,PCSG-01314,VLJM-38161,Adventure » General,2020-02-27
1685,Fast Striker,US,PCSE-01334,,Action » Shooter,2018-10-16
1685,METAGAL,Unknown,PCSG-01313,VLAS-40053,Action » Platformer » 2D,2020-01-02
1686,Fast Striker,EU,PCSB-01300,,Action » Shooter,2018-10-17
1686,Kin'iro Loveriche,JP,PCSG-01318,VLJM-38162,Adventure » General,2020-03-26
1687,Open Me! digest ver.,Unknown,PCSD-00052,,Action » General,2012-12-20
1687,Knytt Underground,Unknown,PCSB-00169,VLAS-40052,Action » Platformer » 2D,2019-12-12
1688,Halloween Forever,US,PCSE-01258,,Action » Platformer » 2D,2018-10-22
1688,Aonatsu Line,JP,PCSG-01283,VLJM-38149,Adventure » General,2020-04-23
1689,Perils of Baking: Refrosted,US,PCSE-01342,,Action » Platformer » 2D,2018-10-23
1689,Mercenary Kings: Reloaded Edition,Unknown,PCSH-10209,VLAS-40047,Action » Shooter,2019-11-08
1690,Word Sudoku by POWGI,EU,PCSB-01307,,Miscellaneous » Puzzle,2018-10-23
1690,Twin Breaker: A Sacred Symbols Adventure,Unknown,PCSH-10250,VLAS-40058,Action » General,2020-05-08
1691,Word Sudoku by POWGI,US,PCSE-01339,,Miscellaneous » Puzzle,2018-10-24
1691,EMMA: Lost in Memories,Unknown,PCSH-10237,VLAS-40059,Action » Platformer » 2D,2020-05-12
1692,Chicken Range,EU,PCSB-01233,,Action » General,2018-10-26
1692,Guard Duty,Unknown,PCSH-10198,VLAS-40062,Adventure » General,2020-05-15
1693,Chicken Range,US,PCSE-01247,,Action » General,2018-10-26
1693,Kid Tripp + Miles & Kilo,Unknown,PCSH-10226,VLAS-40055,Miscellaneous » Compilation,2020-03-23
1694,Super Weekend Mode,EU,PCSB-01334,,Action » Shooter,2019-04-10
1694,FoxyLand Collection,Unknown,PCSH-10227,VLAS-40054,Miscellaneous » Compilation,2020-03-23
1695,Atari Flashback Classics,EU,PCSB-01303,,Miscellaneous » Compilation,2019-01-17
1695,Demon's Tier+,Unknown,PCSH-10252,VLAS-40060,Role-Playing » General,2020-06-12
1696,Revenge of the Bird King,US,PCSE-01302,,Action » General,2018-11-02
1696,Super Meat Boy,US,PCSE-00769,,Action » Platformer » 2D,2020-01-01
1697,Perils of Baking,EU,PCSB-01317,,Action » Platformer » 2D,2018-11-09
1697,"Papers, Please",US,PCSE-01297,,Adventure » General,2020-01-01
1698,Gundemoniums,US,PCSE-01283,,Action » Shooter,2018-11-21
1698,Ganbare! Super Strikers,Unknown,PCSH-10255,VLAS-40063,Sports » Traditional » Soccer,2020-10-09
1699,I Am The Hero,US,PCSE-01188,,Action » Beat-'Em-Up,2018-11-27
1699,Xeno Crisis,Unknown,PCSH-10279,VLAS-40061,Action » Shooter,2020-10-09
1700,Persona 3: Dancing in Moonlight,EU,PCSB-01256,,Miscellaneous » Rhythm,2018-12-04
1700,Ai Kiss,JP,PCSG-01325,VLJM-38163,Adventure » General,2020-09-24
1701,Persona 5: Dancing in Starlight,EU,PCSB-01257,,Miscellaneous » Rhythm,2018-12-04
1701,Coven and Labyrinth of Galleria,JP,PCSG-01246,VLJM-38129,Role-Playing » Console-style RPG,2020-11-26
1702,Persona 3: Dancing in Moonlight,US,PCSE-01274,,Miscellaneous » Rhythm,2018-12-04
1702,Gensou Rougoku no Kaleidoscope,JP,PCSG-01294,VLJM-38156,Adventure » General,2020-12-17
1703,Persona 5: Dancing in Starlight,US,PCSE-01275,,Miscellaneous » Rhythm,2018-12-04
1703,Chasm,Unknown,PCSH-10269,VLAS-40071,Action Adventure,2020-10-01
1704,Super Life of Pixel,EU,PCSB-01152,,Action » Platformer » 2D,2018-12-10
1704,Awesome Pea Collection,Unknown,PCSH-10276,VLAS-40077,Action » Platformer » 2D,2020-11-10
1705,Dragonfly Chronicles,US,PCSE-01360,,Action » Platformer » 2D,2018-12-11
1705,Task Force Kampas,Unknown,PCSH-10266,VLAS-40066,Action » Shooter,2020-01-01
1706,Iconoclasts,Unknown,PCSH-10132,,Action Adventure,2018-12-17
1706,Nicole,Unknown,PCSH-10277,VLAS-40025,Adventure » General,2020-11-24
1707,London Detective Mysteria,EU,PCSB-01200,,Adventure » General,2018-12-18
1707,Root Double: Before Crime * After Days - Xtend Edition,Unknown,PCSH-10274,VLAS-40073,Adventure » General,2020-11-26
1708,Scintillatron 4096,EU,PCSB-01302,,Action » Shooter,2018-12-18
1708,Kawaii Deathu Desu,Unknown,PCSH-10286,VLAS-40083,Action » Beat-'Em-Up,2021-01-06
1709,Asdivine Hearts II,JP,PCSG-01242,,Role-Playing » General,2018-12-18
1709,Death Tales,Unknown,PCSH-10289,VLAS-40070,Action » Beat-'Em-Up,2021-01-06
1710,Scintillatron 4096,US,PCSE-01355,,Action » Shooter,2018-12-18
1710,My Aunt is a Witch,Unknown,PCSH-10302,VLAS-40092,Adventure » General,2020-12-25
1711,One Word by POWGI,US,PCSE-01338,,Miscellaneous » Puzzle,2018-12-18
1711,Halloween Forever,Unknown,PCSH-10292,VLAS-40091,Action » Platformer » 2D,2021-01-06
1712,#KILLALLZOMBIES Companion App,EU,PCSB-00856,,Miscellaneous » General,2015-11-02
1712,Habroxia 2,Unknown,PCSH-10304,VLAS-40087,Action » Shooter,2021-02-03
1713,Dreamwalker,US,PCSE-01365,,Action » General,2018-12-18
1713,Roommates,Unknown,PCSH-10278,VLAS-40075,Adventure » General,2021-02-01
1714,Rainbow Skies,JP,PCSG-01222,,Role-Playing » General,2018-12-20
1714,Sense - A Cyberpunk Ghost Story,Unknown,PCSH-10287,VLAS-40082,Adventure » General,2021-02-12
1715,One Word by POWGI,EU,PCSB-01306,,Miscellaneous » Puzzle,2018-12-18
1715,Pachi Pachi On A Roll,Unknown,PCSH-10285,VLAS-40084,Miscellaneous » Puzzle,2021-02-19
1716,Pic-a-Pix Pieces,US,PCSE-01357,,Miscellaneous » Puzzle,2019-01-08
1716,The Lost Cube,Unknown,PCSH-10314,VLAS-40100,Action » Platformer » 2D,2021-03-05
1717,Pic-a-Pix Pieces,EU,PCSB-01318,,Miscellaneous » Puzzle,2019-01-08
1717,Synergia,Unknown,PCSH-10306,VLAS-40094,Adventure » General,2021-03-18
1718,Bit Dungeon+,Unknown,PCSH-10140,,Action » General,2019-01-11
1718,The LEGO Movie Videogame,EU,PCSB-00418,,Action Adventure,2014-02-27
1719,Tearaway,EU,PCSF-00476,,Adventure » General,2013-11-22
1719,Super Skull Smash GO! 2 Turbo,Unknown,PCSH-10301,VLAS-40090,Action » Platformer » 2D,2021-03-30
1720,Asdivine Hearts II,US,PCSE-01335,,Role-Playing » General,2019-01-15
1720,Yumeutsutsu Re:Master,Unknown,PCSH-10311,VLAS-40102,Adventure » General,2021-03-31
1721,Dreamwalker,EU,PCSB-01326,,Action » General,2019-01-15
1721,Yumeutsutsu Re:After,Unknown,PCSH-10312,VLAS-40099,Adventure » General,2021-03-31
1722,Planet RIX-13,US,PCSE-01336,,Adventure » General,2019-01-16
1722,UnMetal,Unknown,PCSH-10310,VLAS-40103,Action Adventure,2021-04-21
1723,Planet RIX-13,EU,PCSB-01304,,Adventure » General,2019-01-16
1723,88 Heroes,Unknown,PCSH-10284,VLAS-40080,Action » Platformer » 2D,2021-04-23
1724,Alvastia Chronicles,JP,PCSG-01243,,Role-Playing » Console-style RPG,2019-01-18
1724,Dungeons & Bombs,Unknown,PCSH-10316,VLAS-40105,Miscellaneous » Puzzle,2021-04-23
1725,Access Denied,US,PCSE-01356,,Miscellaneous » Puzzle,2019-02-05
1725,Astro Aqua Kitty,Unknown,PCSH-10273,VLAS-40074,Action » Shooter,2021-05-13
1726,Mixups by POWGI,US,PCSE-01378,,Miscellaneous » Puzzle,2019-02-12
1726,Takotan,Unknown,PCSH-10300,VLAS-40069,Action » General,2021-05-13
1727,Alvastia Chronicles,US,PCSE-01341,,Role-Playing » Console-style RPG,2019-02-12
1727,Luckslinger,Unknown,PCSH-10290,VLAS-40045,Action » Platformer » 3D,2021-06-11
1728,Catherine & Catherine Full Body Soundtrack,JP,PCSG-01255,,Miscellaneous » General,2019-02-14
1728,Horizon Chase Turbo,Unknown,PCSH-10315,VLAS-40096,Driving » Racing,2021-06-18
1729,Access Denied,Unknown,PCSH-10147,,Miscellaneous » Puzzle,2019-02-15
1729,ScourgeBringer,Unknown,PCSH-10308,VLAS-40098,Action » Platformer » 2D,2021-07-01
1730,Access Denied,EU,PCSB-01315,,Miscellaneous » Puzzle,2019-02-18
1730,Pushy and Pully in Blockland,Unknown,PCSH-10307,VLAS-40095,Miscellaneous » Puzzle,2021-07-01
1731,Daggerhood,US,PCSE-01348,,Action » General,2019-02-19
1731,Brotherhood United,Unknown,PCSH-10293,VLAS-40089,Action » Fighting » 2D,2021-08-30
1732,Daggerhood,Unknown,PCSH-10142,,Action » General,2019-02-22
1732,Indigo 7: Quest for Love,Unknown,PCSH-10305,VLAS-40088,Miscellaneous » Puzzle,2021-08-30
1733,Bonds of the Skies,JP,PCSG-01262,,Role-Playing » General,2019-02-22
1733,SkullPirates,Unknown,PCSH-10263,VLAS-40067,Action Adventure,2021-10-08
1734,Pic-a-Pix Classic,US,PCSE-01376,,Miscellaneous » Puzzle,2019-02-26
1734,War Theatre: Blood of Winter,Unknown,PCSH-10264,VLAS-40068,Strategy » General,2021-10-08
1735,Pic-a-Pix Classic,EU,PCSB-01330,,Miscellaneous » Puzzle,2019-02-26
1735,Disney Epic Mickey 2: The Power of Two,EU,PCSF-00310,,Action » Platformer » 3D,2013-06-19
1736,Awesome Pea,EU,PCSB-01324,,Action » Platformer » 2D,2019-03-01
1736,Disney Epic Mickey 2: The Power of Two,EU,PCSF-00311,,Action » Platformer » 3D,2013-06-19
1737,Heroes Trials,Unknown,PCSH-10138,,Action Adventure,2019-03-01
1737,Just Ignore Them + My Big Sister Collection,Unknown,PCSH-10291,VLAS-40042,Adventure » General,2021-11-12
1738,Awesome Pea,US,PCSE-01367,,Action » Platformer » 2D,2019-03-01
1738,Bard's Gold Complete Edition,Unknown,PCSH-10303,VLAS-40093,Action » Platformer » 2D,2021-11-12
1739,I and Me,US,PCSE-01358,,Action » Platformer » 2D,2019-03-05
1739,A Winter's Daydream,Unknown,PCSH-10317,VLAS-40104,Adventure » General,2022-01-05
1740,I and Me,EU,PCSB-01319,,Action » Platformer » 2D,2019-03-06
1740,The Mooseman,Unknown,PCSH-10313,VLAS-40097,Adventure » General,2022-01-05
1741,Ghoulboy: Dark Sword of Goblin,US,PCSE-01340,,Action » Platformer » 2D,2019-03-05
1741,Jet Set Knights,Unknown,PCSH-10282,VLAS-40078,Action » Platformer » 2D,2023-06-08
1742,inviZimals: New Alliance,EU,PCSF-00533,,Miscellaneous » Card Battle,2014-02-14
1742,Vamwolf Cross,JP,PCSG-00571,VLJS-00108,Adventure » General,2015-07-23
1743,The Lost Child,US,PCSE-01179,,Role-Playing » Console-style RPG,2018-06-19
1744,Penny-Punching Princess,US,PCSE-01143,,Role-Playing » Action RPG,2018-04-03
1745,Pic-a-Pix Pieces,JP,PCSG-01270,,Miscellaneous » Puzzle,2019-03-20
1746,Fate/Extella Link,EU,PCSB-01243,,Action » Beat-'Em-Up,2019-03-22
1747,Fate/Extella Link Digital Soundtrack,EU,PCSB-01314,,Miscellaneous » General,2019-03-22
1748,Peasant Knight,Unknown,PCSH-10120,,Action » Platformer » 2D,2019-03-22
1749,Block-a-Pix Deluxe,EU,PCSB-01264,,Miscellaneous » Puzzle,2019-03-26
1750,METAGAL,EU,PCSB-01109,,Action » Platformer » 2D,2019-03-27
1751,METAGAL,US,PCSE-01080,,Action » Platformer » 2D,2019-03-26
1752,Block-a-Pix Deluxe,US,PCSE-01284,,Miscellaneous » Puzzle,2019-03-26
1753,Energy Cycle Edge,Unknown,PCSH-10158,,Miscellaneous » Puzzle,2019-03-29
